NORIOCOMP,Frequencia,Impacto,Vulnerabil,NM_MUN,SIGLA_UF,length_m
Riacho da Cruz,Baixa,Médio,Média,Curimatá,PI,5617.068296329015
Riacho da Estrema,Alta,Baixo,Média,Ibiaí,MG,12112.415015589484
Riacho da Estrema,Alta,Médio,Alta,Buritizeiro,MG,13388.786300482356
Riacho da Estrema,Alta,Médio,Alta,Ibiaí,MG,13388.786300482356
Riacho da Limpeza,Baixa,Baixo,Baixa,Aldeias Altas,MA,53399.113661454176
Riacho da Limpeza,Baixa,Baixo,Baixa,Caxias,MA,53399.113661454176
Riacho da Madeira,Alta,Baixo,Média,Assaré,CE,6661.227344394566
Riacho das Tabocas,Baixa,Baixo,Baixa,Arraial,PI,12756.279640731409
Riacho das Traíras,Baixa,Baixo,Baixa,Serrita,PE,5266.915622251113
Riacho do Aipim,Baixa,Médio,Média,Antônio Gonçalves,BA,15321.049325180236
Riacho do Aipim,Baixa,Médio,Média,Campo Formoso,BA,24250.81491198408
Riacho do Aipim,Baixa,Médio,Média,Filadélfia,BA,15321.049325180236
Riacho do Aipim,Baixa,Médio,Média,Pindobaçu,BA,15321.049325180236
Riacho do Angico,Baixa,Baixo,Baixa,Icaraí de Minas,MG,28818.100478716384
Riacho do Angico,Baixa,Baixo,Baixa,São Romão,MG,28818.100478716384
Riacho do Bagre,Baixa,Baixo,Baixa,Felixlândia,MG,18924.207193110407
Riacho do Bagre,Baixa,Médio,Média,Felixlândia,MG,15110.220912396779
Riacho do Boqueirão,Baixa,Baixo,Baixa,Tamboril do Piauí,PI,12079.799999779007
Riacho do Brejo,Baixa,Baixo,Baixa,Brejo do Piauí,PI,7695.360922488218
Riacho do Buriti Bravo,Baixa,Baixo,Baixa,Buriti Bravo,MA,29294.005374950208
Riacho do Buriti Bravo,Baixa,Baixo,Baixa,Fortuna,MA,29294.005374950208
Riacho do Espírito,Alta,Médio,Alta,Campos Sales,CE,11233.64704190692
Riacho do Frade,Baixa,Baixo,Baixa,São João da Varjota,PI,2734.0414933886213
Riacho do Gitio,Baixa,Médio,Média,Jericó,PB,15486.493339961038
Riacho do Gitio,Baixa,Médio,Média,Lagoa,PB,8894.378936191244
Riacho do Mocambo,Média,Médio,Média,Capim Grosso,BA,15299.011795694203
Riacho do Pontal,Média,Baixo,Baixa,Lagoa Grande,PE,18539.587369080156
Riacho do Pontal,Média,Baixo,Baixa,Petrolina,PE,20656.346568791676
Riacho do Poço,Baixa,Baixo,Baixa,Dom Inocêncio,PI,6097.277846141123
Riacho do Prego,Média,Baixo,Baixa,Espírito Santo,RN,7161.174151528347
Riacho do Prego,Média,Baixo,Baixa,Várzea,RN,9222.402098920014
Riacho do Refrigério,Baixa,Baixo,Baixa,Santa Filomena do Maranhão,MA,41479.747929760844
Riacho do Refrigério,Baixa,Baixo,Baixa,Tuntum,MA,41479.747929760844
Riacho do Riachão,Baixa,Baixo,Baixa,Sucupira do Riachão,MA,10492.16168754224
Riacho do Sangue,Média,Baixo,Baixa,Bom Jesus,RN,31719.24538740647
Riacho do Sangue,Média,Baixo,Baixa,Macaíba,RN,30365.091736299346
Riacho do Sangue,Média,Baixo,Baixa,Senador Elói de Souza,RN,25952.67194907137
Riacho do Sangue,Média,Baixo,Baixa,Serra Caiada,RN,38620.14663538945
Riacho do Sangue,Média,Baixo,Baixa,Tangará,RN,12667.474686318079
Riacho do Sangue,Média,Médio,Média,Macaíba,RN,11195.171406979862
Riacho do Sangue,Média,Médio,Média,Natal,RN,3907.9465965334402
Riacho do Sangue,Média,Médio,Média,São Gonçalo do Amarante,RN,14004.156893669744
Riacho do Socavão,Baixa,Baixo,Baixa,Matões,MA,7079.147850292321
Riacho do Sumidouro,Média,Baixo,Baixa,São João do Pacuí,MG,6101.094549768346
Riacho do Sumidouro,Média,Médio,Média,Campo Azul,MG,7834.859240815341
Riacho do Sumidouro,Média,Médio,Média,São João do Pacuí,MG,7834.859240815341
Riacho do Umbuzeiro,Alta,Alto,Alta,Porto do Mangue,RN,7144.13371439356
Riacho do Umbuzeiro,Baixa,Baixo,Baixa,Sertânia,PB,24265.163831974216
Riacho do Umbuzeiro,Baixa,Baixo,Baixa,Sertânia,PE,24265.163831974216
Riacho do Umbuzeiro,Baixa,Baixo,Baixa,São Sebastião do Umbuzeiro,PB,24265.163831974216
Riacho do Umbuzeiro,Baixa,Baixo,Baixa,São Sebastião do Umbuzeiro,PE,24265.163831974216
Riacho do Umbuzeiro,Média,Baixo,Baixa,Carnaubais,RN,20314.45555913884
Riacho do Umbuzeiro,Média,Baixo,Baixa,Porto do Mangue,RN,12575.02901343747
Riacho do Vinho,Média,Baixo,Baixa,Lassance,MG,4695.739740187281
Riacho dos Cavalos,Baixa,Médio,Média,Riacho dos Cavalos,PB,12121.640741441155
Riacho dos Macacos,Alta,Baixo,Média,Icaraí de Minas,MG,9197.432928232853
Riacho dos Macacos,Alta,Baixo,Média,Luislândia,MG,31842.871528837717
Riacho dos Macacos,Alta,Baixo,Média,São Francisco,MG,23551.668997787132
Riacho dos Três Irmãos,Alta,Alto,Alta,Crateús,CE,12554.760274420903
Riacho dos Três Irmãos,Alta,Alto,Alta,Novo Oriente,CE,18325.025599697245
Riachão,Baixa,Médio,Média,Francisco Santos,PI,5842.353971862669
Ribeirão Baguaçu,Baixa,Baixo,Baixa,Araçatuba,SP,26877.2490697996
Ribeirão Baguaçu,Baixa,Baixo,Baixa,Birigui,SP,16587.731531203084
Ribeirão Baguaçu,Baixa,Baixo,Baixa,Buritama,SP,16587.731531203084
Ribeirão Boa Vista,Alta,Alto,Alta,Oliveira,MG,7873.691169414134
Ribeirão Boa Vista,Alta,Baixo,Média,Carmo da Mata,MG,6850.85606449875
Ribeirão Boa Vista,Alta,Baixo,Média,Oliveira,MG,6850.85606449875
Ribeirão Boa Vista,Alta,Médio,Alta,Carmo da Mata,MG,26146.689413672484
Ribeirão Boa Vista,Alta,Médio,Alta,Cláudio,MG,26146.689413672484
Ribeirão Boa Vista,Alta,Médio,Alta,Itapecerica,MG,26146.689413672484
Ribeirão Boa Vista,Baixa,Baixo,Baixa,Divinópolis,MG,2108.0040320715593
Ribeirão Boa Vista,Baixa,Médio,Alta,Divinópolis,MG,13295.448120036106
Ribeirão Boa Vista,Média,Baixo,Baixa,Arinos,MG,4641.567898161202
Ribeirão Bom Jardim,Média,Médio,Média,Bom Jardim de Goiás,GO,17813.33080641254
Ribeirão Bom Jesus,Alta,Baixo,Média,Divino,MG,23680.45614908104
Ribeirão Borá,Média,Médio,Média,Conquista,MG,29435.059080775947
Ribeirão Borá,Média,Médio,Média,Sacramento,MG,29435.059080775947
Ribeirão Caiuá,Baixa,Baixo,Baixa,Caiuá,MS,19460.335134955338
Ribeirão Caiuá,Baixa,Baixo,Baixa,Caiuá,SP,19460.335134955338
Ribeirão Caiuá,Baixa,Baixo,Baixa,Presidente Epitácio,MS,19460.335134955338
Ribeirão Caiuá,Baixa,Baixo,Baixa,Presidente Epitácio,SP,19460.335134955338
Ribeirão Caiuá,Baixa,Baixo,Baixa,Santa Rita do Pardo,MS,19460.335134955338
Ribeirão Caiuá,Baixa,Baixo,Baixa,Santa Rita do Pardo,SP,19460.335134955338
Ribeirão Cambará,Baixa,Baixo,Baixa,Bom Sucesso,PR,44976.064314810224
Ribeirão Cambará,Baixa,Baixo,Baixa,Jandaia do Sul,PR,44976.064314810224
Ribeirão Cambará,Baixa,Baixo,Baixa,Marumbi,PR,44976.064314810224
Ribeirão Cambará,Baixa,Baixo,Baixa,São Pedro do Ivaí,PR,44976.064314810224
Ribeirão Campestre,Alta,Baixo,Média,Guaiçara,SP,19446.81854077876
Ribeirão Campestre,Alta,Baixo,Média,Lins,SP,19446.81854077876
Ribeirão Campestre,Alta,Baixo,Média,Promissão,SP,19446.81854077876
Ribeirão Claro,Alta,Baixo,Média,Corumbataí,SP,38970.74934411874
Ribeirão Claro,Alta,Baixo,Média,Rio Claro,SP,38970.74934411874
Ribeirão Claro,Alta,Baixo,Média,Santa Gertrudes,SP,38970.74934411874
Ribeirão Enchente,Média,Médio,Média,Aragarças,GO,21094.50597192341
Ribeirão Enchente,Média,Médio,Média,Baliza,GO,21094.50597192341
Ribeirão Enchente,Média,Médio,Média,Bom Jardim de Goiás,GO,21094.50597192341
Ribeirão Farias,Baixa,Baixo,Baixa,Braúnas,MG,13061.250092403852
Ribeirão Farias,Baixa,Baixo,Baixa,Guanhães,MG,28727.16872393289
Ribeirão Funil,Média,Baixo,Baixa,Porangatu,GO,43074.143352039275
Ribeirão Itaci,Alta,Baixo,Média,Carmo do Rio Claro,MG,7672.187370645899
Ribeirão Itaci,Alta,Baixo,Média,Ilicínea,MG,14511.468047607024
Ribeirão Itapetininga,Alta,Baixo,Média,Atibaia,SP,10856.768905800016
Ribeirão Jacaba,Alta,Baixo,Média,Hortolândia,SP,10023.416432625969
Ribeirão Jacaba,Alta,Baixo,Média,Sumaré,SP,11520.268836318159
Ribeirão Jacutinga,Baixa,Baixo,Baixa,Ibiporã,PR,19222.671910521916
Ribeirão Jacutinga,Baixa,Baixo,Baixa,Jataizinho,PR,17080.436262446834
Ribeirão Jaú,Média,Baixo,Baixa,Água Boa,MT,24932.89180726939
Ribeirão Jequetibá,Alta,Médio,Alta,Manhumirim,MG,15265.230821078723
Ribeirão Jequetibá,Alta,Médio,Alta,Reduto,MG,8374.048811566261
Ribeirão Jequitibá,Alta,Baixo,Média,Funilândia,MG,18764.77313178736
Ribeirão Jequitibá,Alta,Baixo,Média,Jequitibá,MG,16906.243426154928
Ribeirão Jequitibá,Alta,Baixo,Média,Sete Lagoas,MG,13659.327013001392
Ribeirão Jequitibá,Alta,Médio,Alta,Funilândia,MG,2452.213514342584
Ribeirão Jequitibá,Alta,Médio,Alta,Jequitibá,MG,4103.748401941534
Ribeirão Jequitibá,Alta,Médio,Alta,Sete Lagoas,MG,6555.961916284118
Ribeirão Jequitibá,Alta,Médio,Média,Sete Lagoas,MG,11556.217049565643
Ribeirão Jirau,Baixa,Baixo,Baixa,Santa Maria de Itabira,MG,8229.06607513163
Ribeirão Jirau,Baixa,Médio,Média,Santa Maria de Itabira,MG,4110.536098942576
Ribeirão João Leite,Alta,Alto,Alta,Goianápolis,GO,23395.430867396004
Ribeirão João Leite,Alta,Alto,Alta,Goiânia,GO,16811.943045879856
Ribeirão João Leite,Alta,Alto,Alta,Nerópolis,GO,28174.741282588773
Ribeirão João Leite,Alta,Alto,Alta,Terezópolis de Goiás,GO,11362.798236708917
Ribeirão João Velho,Média,Médio,Média,Baliza,GO,5481.184724420617
Ribeirão João Velho,Média,Médio,Média,Baliza,MT,5481.184724420617
Ribeirão João Velho,Média,Médio,Média,Pontal do Araguaia,GO,5481.184724420617
Ribeirão João Velho,Média,Médio,Média,Pontal do Araguaia,MT,5481.184724420617
Ribeirão Lambari,Baixa,Baixo,Baixa,Sapopema,PR,37447.29835501606
Ribeirão Lava-Pés,Alta,Baixo,Média,Bragança Paulista,SP,11734.694091473244
Ribeirão Lavado,Média,Médio,Média,Corinto,MG,16959.518935259657
Ribeirão Lavado,Média,Médio,Média,Lassance,MG,16959.518935259657
Ribeirão Leda,Alta,Médio,Alta,Cláudia,MT,31454.396120659807
Ribeirão Leda,Alta,Médio,Alta,Nova Santa Helena,MT,31454.396120659807
Ribeirão Lontra,Média,Alto,Alta,Araguaína,TO,39618.05694711516
Ribeirão Mara,Baixa,Alto,Alta,Santa Carmem,MT,29625.565899650523
Ribeirão Mara,Baixa,Alto,Alta,Sinop,MT,29625.565899650523
Ribeirão Mariazinha,Baixa,Médio,Média,Rio Maria,PA,63366.59101883615
Ribeirão Mariazinha,Baixa,Médio,Média,Xinguara,PA,63366.59101883615
Ribeirão Marimbondo,Baixa,Baixo,Baixa,Jales,SP,5124.296291670997
Ribeirão Mata-Burrinhos,Alta,Baixo,Média,Lagoa Formosa,MG,27891.59101334907
Ribeirão Mata-Burrinhos,Alta,Baixo,Média,Patos de Minas,MG,10084.033066045211
Ribeirão Mateus Leme,Alta,Baixo,Média,Juatuba,MG,1429.807874772707
Ribeirão Mateus Leme,Média,Médio,Média,Juatuba,MG,10814.932236112381
Ribeirão Mateus Leme,Média,Médio,Média,Mateus Leme,MG,14696.42522221775
Ribeirão Neise,Alta,Alto,Alta,Apiúna,SC,37750.30833185705
Ribeirão Paciência,Alta,Baixo,Média,Onça de Pitangui,MG,11810.255750857403
Ribeirão Paciência,Alta,Baixo,Média,Pará de Minas,MG,3625.5443585005523
Ribeirão Paciência,Alta,Médio,Alta,Pará de Minas,MG,25715.686962972555
Ribeirão Panamá,Média,Baixo,Baixa,Cachoeira Dourada,GO,13274.390331551873
Ribeirão Panamá,Média,Baixo,Baixa,Itumbiara,GO,58313.23889941626
Ribeirão Panamá,Média,Baixo,Baixa,Panamá,GO,28180.689794128906
Ribeirão Pantera,Baixa,Baixo,Baixa,Santana do Araguaia,PA,4129.0992190977795
Ribeirão Passa-três ou Varginha,Baixa,Baixo,Baixa,Tuiuti,SP,13189.260720578814
Ribeirão Pau-d'arquinho,Baixa,Baixo,Baixa,Redenção,PA,30578.564186852127
Ribeirão Pirapetinga,Média,Alto,Alta,Caldas Novas,GO,1229.9871985272762
Ribeirão Queiroga,Baixa,Médio,Média,Itanhomi,MG,20149.50833686821
Ribeirão Ribeiro Bonito,Alta,Baixo,Média,Caeté,MG,14930.78045338889
Ribeirão Santa Luzia,Alta,Baixo,Média,Lagoa da Prata,MG,29137.79988576096
Ribeirão Santa Luzia,Alta,Baixo,Média,Santo Antônio do Monte,MG,29137.79988576096
Ribeirão Santa Maria,Média,Alto,Alta,Goiatuba,GO,37514.76273902344
Ribeirão Santa Maria,Média,Alto,Alta,Itumbiara,GO,33923.94681402942
Ribeirão Santa Maria,Média,Alto,Alta,Panamá,GO,15633.342814541053
Ribeirão Santa Rita,Alta,Alto,Alta,Ecoporanga,ES,26883.22532285682
Ribeirão Santana,Alta,Médio,Alta,Brasília,DF,21874.087129093245
Ribeirão Santana,Alta,Médio,Alta,Brasília,GO,21874.087129093245
Ribeirão Santana,Alta,Médio,Alta,Cidade Ocidental,DF,21874.087129093245
Ribeirão Santana,Alta,Médio,Alta,Cidade Ocidental,GO,21874.087129093245
Ribeirão Santana,Alta,Médio,Alta,Cristalina,DF,21874.087129093245
Ribeirão Santana,Alta,Médio,Alta,Cristalina,GO,21874.087129093245
Ribeirão Santo Antônio,Baixa,Baixo,Baixa,Inimutaba,MG,14582.583424452258
Ribeirão Santo Antônio,Baixa,Baixo,Baixa,Presidente Juscelino,MG,6453.1745554132485
Ribeirão Santo Antônio,Baixa,Médio,Média,Curvelo,MG,10703.67520480261
Ribeirão Santo Antônio,Baixa,Médio,Média,Inimutaba,MG,8060.381899297664
Ribeirão Santo Antônio,Média,Baixo,Baixa,Iporá,GO,13942.501496850224
Ribeirão Santo Estêvão,Baixa,Alto,Alta,Iapu,MG,18333.637668738753
Ribeirão Santo Estêvão,Baixa,Alto,Alta,Sobrália,MG,18333.637668738753
Ribeirão Santo Estêvão,Baixa,Alto,Alta,São João do Oriente,MG,9620.286826164747
Ribeirão Santo Estêvão,Baixa,Baixo,Baixa,Iapu,MG,25303.92085835324
Ribeirão Santo Estêvão,Baixa,Baixo,Baixa,São João do Oriente,MG,29454.62392352334
Ribeirão Sauanha,Média,Médio,Média,Fundão,ES,35600.10547062956
Ribeirão Sauanha,Média,Médio,Média,Santa Leopoldina,ES,35600.10547062956
Ribeirão Sauanha,Média,Médio,Média,Santa Teresa,ES,35600.10547062956
Ribeirão Sauanha,Média,Médio,Média,Serra,ES,35600.10547062956
Ribeirão Serra Azul,Alta,Baixo,Média,Itatiaiuçu,MG,26108.22875056372
Ribeirão Serra Azul,Alta,Baixo,Média,Itaúna,MG,26108.22875056372
Ribeirão Serra Azul,Alta,Baixo,Média,Mateus Leme,MG,26108.22875056372
Ribeirão Serra Azul,Alta,Médio,Alta,Juatuba,MG,8236.578474572021
Ribeirão Serra Azul,Alta,Médio,Alta,Mateus Leme,MG,8236.578474572021
Ribeirão Setubinha,Média,Baixo,Baixa,Malacacheta,MG,19038.57394087132
Ribeirão Setubinha,Média,Baixo,Baixa,Setubinha,MG,34541.53311698986
Ribeirão Soberbo,Média,Baixo,Baixa,Sacramento,MG,23714.103401872406
Ribeirão Sucuri,Baixa,Baixo,Baixa,Pongaí,SP,10265.132190106448
Ribeirão Sucuriú,Média,Baixo,Baixa,Biquinhas,MG,39049.30658222474
Ribeirão Sucuriú,Média,Baixo,Baixa,Morada Nova de Minas,MG,39100.911427069674
Ribeirão Suçuapara,Baixa,Baixo,Baixa,Santa Maria das Barreiras,PA,10575.586905260392
Ribeirão São Félix,Baixa,Baixo,Baixa,Açucena,MG,26527.367874451855
Ribeirão São Félix,Baixa,Baixo,Baixa,Governador Valadares,MG,10934.076813895354
Ribeirão São Jerônimo,Média,Baixo,Baixa,Gurinhatã,MG,58646.24425836159
Ribeirão São Jerônimo,Média,Baixo,Baixa,Santa Vitória,MG,29582.232190430856
Ribeirão São João,Média,Baixo,Baixa,Carbonita,MG,21654.79525529438
Ribeirão São João,Média,Baixo,Baixa,Itamarandiba,MG,33014.6017704611
Ribeirão São Pedro,Alta,Baixo,Média,Cássia,MG,14701.056263076087
Ribeirão São Pedro,Baixa,Baixo,Baixa,São Pedro do Turvo,SP,14811.514504717863
Ribeirão Tranqueira,Alta,Médio,Alta,Guaraí,TO,50616.58929132051
Ribeirão Tranqueira,Alta,Médio,Alta,Tupirama,TO,50616.58929132051
Ribeirão Voquim,Alta,Baixo,Média,Almenara,MG,45003.653790564684
Ribeirão Voquim,Alta,Baixo,Média,Rubim,MG,45003.653790564684
Ribeirão da Babilônia,Alta,Baixo,Média,Lagoa Formosa,MG,16475.81539378178
Ribeirão da Babilônia,Alta,Médio,Alta,Lagoa Formosa,MG,15683.337845639788
Ribeirão da Bandeira,Média,Baixo,Baixa,Lima Duarte,MG,30001.160730249536
Ribeirão da Bandeira,Média,Baixo,Baixa,Piedade do Rio Grande,MG,43411.92131445245
Ribeirão da Bandeira,Média,Baixo,Baixa,Santa Rita de Ibitipoca,MG,30001.160730249536
Ribeirão da Bandeira,Média,Baixo,Baixa,Santana do Garambéu,MG,30001.160730249536
Ribeirão da Bocaína,Baixa,Baixo,Baixa,Itapirapuã,GO,1833.920001118112
Ribeirão da Estrema,Média,Baixo,Baixa,Arinos,MG,20498.40124389951
Ribeirão da Fortuna,Baixa,Baixo,Baixa,Assis,SP,14434.95976064965
Ribeirão da Fortuna,Baixa,Baixo,Baixa,Maracaí,SP,14434.95976064965
Ribeirão da Lavagem,Baixa,Baixo,Baixa,Engenheiro Navarro,MG,13364.327584947441
Ribeirão da Mata,Alta,Baixo,Média,Lagoa Santa,MG,6338.240032224583
Ribeirão da Mata,Alta,Baixo,Média,Patos de Minas,MG,28536.360458838346
Ribeirão da Mata,Alta,Baixo,Média,Santa Luzia,MG,6338.240032224583
Ribeirão da Mata,Alta,Baixo,Média,Vespasiano,MG,6338.240032224583
Ribeirão da Mata,Alta,Médio,Alta,Capim Branco,MG,13698.96235658002
Ribeirão da Mata,Alta,Médio,Alta,Confins,MG,17869.514542123048
Ribeirão da Mata,Alta,Médio,Alta,Lagoa Santa,MG,9142.057780249253
Ribeirão da Mata,Alta,Médio,Alta,Matozinhos,MG,19149.363714750307
Ribeirão da Mata,Alta,Médio,Alta,Pedro Leopoldo,MG,16128.074446199746
Ribeirão da Mata,Alta,Médio,Alta,Vespasiano,MG,9142.057780249253
Ribeirão da Onça,Alta,Baixo,Média,Cordisburgo,MG,7520.910837188159
Ribeirão da Onça,Baixa,Baixo,Baixa,Catanduva,SP,6124.483622544676
Ribeirão da Onça,Baixa,Baixo,Baixa,Cordisburgo,MG,19942.745429493985
Ribeirão da Onça,Baixa,Baixo,Baixa,Palmares Paulista,SP,8969.21481637096
Ribeirão da Onça,Baixa,Médio,Média,Cordisburgo,MG,5108.312513220629
Ribeirão da Onça,Média,Médio,Média,Trombas,GO,13077.938415204928
Ribeirão da Parta,Média,Baixo,Baixa,Sacramento,MG,7810.065433727218
Ribeirão da Pescaria,Alta,Alto,Alta,São José da Boa Vista,PR,18178.705782090332
Ribeirão da Água Limpa,Média,Médio,Média,Aruanã,GO,9302.005172106254
Ribeirão da Água Limpa,Média,Médio,Média,Britânia,GO,9302.005172106254
Ribeirão das Anhumas,Alta,Baixo,Média,Campinas,SP,24856.431478561673
Ribeirão das Anhumas,Alta,Baixo,Média,Paulínia,SP,24856.431478561673
Ribeirão das Antas,Alta,Baixo,Média,Andradas,MG,9262.914973080357
Ribeirão das Antas,Alta,Baixo,Média,Caldas,MG,9262.914973080357
Ribeirão das Antas,Alta,Médio,Alta,Caldas,MG,18196.61372827791
Ribeirão das Antas,Alta,Médio,Alta,Poços de Caldas,MG,31811.2590705794
Ribeirão das Antas,Baixa,Baixo,Baixa,Bandeirantes,PR,19987.249632122555
Ribeirão das Antas,Baixa,Baixo,Baixa,Itambaracá,PR,19987.249632122555
Ribeirão das Conchas,Alta,Baixo,Média,Conchas,SP,16616.483906980295
Ribeirão das Conchas,Alta,Baixo,Média,Pereiras,SP,16616.483906980295
Ribeirão das Onças,Alta,Baixo,Média,Prados,MG,9634.4654884657
Ribeirão das Onças,Alta,Baixo,Média,São João del Rei,MG,30576.307238340607
Ribeirão do,Baixa,Baixo,Baixa,Morro Agudo,SP,67642.53875034561
Ribeirão do,Baixa,Baixo,Baixa,Nuporanga,SP,67642.53875034561
Ribeirão do,Baixa,Baixo,Baixa,Orlândia,SP,67642.53875034561
Ribeirão do,Baixa,Baixo,Baixa,Sales Oliveira,SP,67642.53875034561
Ribeirão do Alegre,Baixa,Baixo,Baixa,Paraguaçu Paulista,SP,11265.712199145799
Ribeirão do Bauzinho,Média,Médio,Média,Maurilândia,GO,15291.728958238748
Ribeirão do Bauzinho,Média,Médio,Média,Rio Verde,GO,29518.981737268776
Ribeirão do Bauzinho,Média,Médio,Média,Santa Helena de Goiás,GO,44810.71069550752
Ribeirão do Bauzinho,Média,Médio,Média,Turvelândia,GO,15291.728958238748
Ribeirão do Bugre,Baixa,Baixo,Baixa,Iapu,MG,6543.539742824059
Ribeirão do Bugre,Baixa,Médio,Média,Bugre,MG,32441.736841383616
Ribeirão do Bugre,Baixa,Médio,Média,Iapu,MG,32441.736841383616
Ribeirão do Cachoeirinha,Média,Baixo,Baixa,Bueno Brandão,MG,32356.787365371914
Ribeirão do Cachoeirinha,Média,Baixo,Baixa,Bueno Brandão,SP,32356.787365371914
Ribeirão do Cachoeirinha,Média,Baixo,Baixa,Senador Amaral,MG,32356.787365371914
Ribeirão do Cachoeirinha,Média,Baixo,Baixa,Senador Amaral,SP,32356.787365371914
Ribeirão do Cachoeirinha,Média,Baixo,Baixa,Socorro,MG,32356.787365371914
Ribeirão do Cachoeirinha,Média,Baixo,Baixa,Socorro,SP,32356.787365371914
Ribeirão do Campo Grande,Baixa,Baixo,Baixa,Gouvelândia,GO,11416.092936419625
Ribeirão do Campo Grande,Baixa,Baixo,Baixa,Inaciolândia,GO,11416.092936419625
Ribeirão do Carrapato,Alta,Médio,Alta,Lagamar,MG,38903.33635401357
Ribeirão do Carrapato,Alta,Médio,Alta,Vazante,MG,15969.303775956996
Ribeirão do Chapeú,Alta,Baixo,Média,São Luiz do Paraitinga,SP,8865.414809525575
Ribeirão do Chiqueiro,Baixa,Baixo,Baixa,Gouveia,MG,16470.234092138944
Ribeirão do Chiqueiro,Baixa,Baixo,Baixa,Santana de Pirapama,MG,16470.234092138944
Ribeirão do Cruzeiro,Média,Alto,Alta,Aracruz,ES,39509.59279688391
Ribeirão do Ferraz,Baixa,Baixo,Baixa,Conchal,SP,6290.300453667775
Ribeirão do Gama,Média,Médio,Média,Itapecerica,MG,1689.699518834845
Ribeirão do Maquiné,Baixa,Baixo,Baixa,Curvelo,MG,9273.330731268836
Ribeirão do Maquiné,Baixa,Médio,Média,Curvelo,MG,20369.683267532328
Ribeirão do Maquiné,Baixa,Médio,Média,Inimutaba,MG,20369.683267532328
Ribeirão do Pinhal ou Alagado,Baixa,Baixo,Baixa,Itatiba,SP,17755.013584521268
Ribeirão do Pântano,Alta,Alto,Alta,Pouso Alegre,MG,9484.008356665538
Ribeirão do Pântano,Baixa,Baixo,Baixa,Tuiuti,SP,11488.25687544679
Ribeirão do Quilombo,Alta,Baixo,Média,Americana,SP,11702.685854957646
Ribeirão do Quilombo,Alta,Baixo,Média,Nova Odessa,SP,11702.685854957646
Ribeirão do Quilombo,Alta,Baixo,Média,Sumaré,SP,11702.685854957646
Ribeirão do Quilombo,Baixa,Baixo,Baixa,Americana,SP,5654.138093937523
Ribeirão do Sapé,Alta,Baixo,Média,Campo do Meio,MG,6478.428770979026
Ribeirão do Sapé,Alta,Baixo,Média,Carmo do Rio Claro,MG,6478.428770979026
Ribeirão do Tatu,Baixa,Baixo,Baixa,Americana,SP,33161.99686573709
Ribeirão do Tatu,Baixa,Baixo,Baixa,Cordeirópolis,SP,33161.99686573709
Ribeirão do Tatu,Baixa,Baixo,Baixa,Limeira,SP,33161.99686573709
Ribeirão dos Carrapatos,Baixa,Baixo,Baixa,Itaí,SP,47735.668603881095
Ribeirão dos Macacos,Alta,Baixo,Média,Nova Lima,MG,17014.654897155557
Ribeirão dos Patos,Baixa,Baixo,Baixa,Agudos,SP,8882.334111847787
Ribeirão dos Pinheiros,Alta,Baixo,Média,Valinhos,SP,10895.59291899342
Ribeirão dos Pinheiros,Alta,Baixo,Média,Vinhedo,SP,10895.59291899342
